plant_id;signal_id;csv_column;unit;role;dam_id;store_samples;kommentar
lindland;LINDLAND_INNTAK_NIVA_OPPSTROM_OFFSET_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_NIVA_OPPSTROM_OFFSET_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak oppstroms offset SP
lindland;LINDLAND_INNTAK_NIVA_OPPSTROM_OFFSET_TM_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_OPPSTROM_OFFSET_TM_PV);;Other;lindland_rosslandshølen;true;Inntak oppstroms offset TM
lindland;LINDLAND_INNTAK_NIVA_OVERLOP_VF_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_OVERLOP_VF_PV);;OverflowFlow;lindland_rosslandshølen;true;Inntak overloep VF
lindland;LINDLAND_INNTAK_NIVA_SENSOR_PRI_HRV_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_SENSOR_PRI_HRV_PV);;Other;lindland_rosslandshølen;true;Inntak HRV-ref
lindland;LINDLAND_INNTAK_NIVA_VTA_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_VTA_PV);;Other;lindland_rosslandshølen;true;Inntak VTA
lindland;LINDLAND_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak rist autostart diff SP
lindland;LINDLAND_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_TM_PV;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_TM_PV);;Other;lindland_rosslandshølen;true;Inntak rist autostart diff TM
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak rist maks paadrag G1 SP
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_TM_PV;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_TM_PV);;Other;lindland_rosslandshølen;true;Inntak rist maks paadrag G1 TM
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G2_SP_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G2_SP_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak rist maks paadrag G2 SP
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G2_SP_TM_PV;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PADRAG_G2_SP_TM_PV);;Other;lindland_rosslandshølen;true;Inntak rist maks paadrag G2 TM
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak rist maks pr time SP
lindland;LINDLAND_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_TM_PV;Value (Cluster1.LINDLAND_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_TM_PV);;Other;lindland_rosslandshølen;true;Inntak rist maks pr time TM
lindland;LINDLAND_INNTAK_RIST_FALLTAP_PV;Value (Cluster1.LINDLAND_INNTAK_RIST_FALLTAP_PV);;Other;lindland_rosslandshølen;true;Inntak rist falltap
lindland;LINDLAND_KRST_KONTROLL_KOM_AL;Value (Cluster1.LINDLAND_KRST_KONTROLL_KOM_AL);;CommunicationAlarm;;true;KRST kom-alarm
lindland;LINDLAND_KRST_NIVA_UTLOP_PV;Value (Cluster1.LINDLAND_KRST_NIVA_UTLOP_PV);;Other;;true;KRST utloeps-nivaa
lindland;LINDLAND_NETT_LINJE_FASE_L1_U_L1_L2_PV;Value (Cluster1.LINDLAND_NETT_LINJE_FASE_L1_U_L1_L2_PV);;ElectricalMeasurement;;true;Linje-fase L1-L2
haukland;HAUKLAND_G1_GEN_AKSLAGER_GSDE_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_AKSLAGER_GSDE_TEMP_PV;None;Other;;false;G1 akslager GSDE temp
haukland;HAUKLAND_G1_GEN_AKSLAGER_TSDE_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_AKSLAGER_TSDE_TEMP_PV;None;Other;;false;G1 akslager TSDE temp
haukland;HAUKLAND_G1_GEN_COSPHI_PV;Cluster1.HAUKLAND_G1_GEN_COSPHI_PV;cosp;ElectricalMeasurement;;true;G1 cos phi
haukland;HAUKLAND_G1_GEN_F_PV;Cluster1.HAUKLAND_G1_GEN_F_PV;Hz;GeneratorFrequency;;true;G1 frekvens
haukland;HAUKLAND_G1_GEN_KALDLUFT_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_KALDLUFT_TEMP_PV;None;Other;;false;G1 kaldluft temp
haukland;HAUKLAND_G1_GEN_MAGN_TRAFO_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_MAGN_TRAFO_TEMP_PV;None;Other;;false;G1 magnetiseringstrafo temp
haukland;HAUKLAND_G1_GEN_P_PV;Cluster1.HAUKLAND_G1_GEN_P_PV;kW;GeneratorActivePower;;true;G1 aktiv effekt
haukland;HAUKLAND_G1_GEN_Q_PV;Cluster1.HAUKLAND_G1_GEN_Q_PV;kVAr;ElectricalMeasurement;;true;G1 reaktiv effekt
haukland;HAUKLAND_G1_GEN_RADLAGER_DE_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_RADLAGER_DE_TEMP_PV;None;Other;;false;G1 radlager DE temp
haukland;HAUKLAND_G1_GEN_RADLAGER_DE_VIBRASJON_PV;Cluster1.HAUKLAND_G1_GEN_RADLAGER_DE_VIBRASJON_PV;None;Other;;false;G1 radlager DE vibrasjon
haukland;HAUKLAND_G1_GEN_RADLAGER_NDE_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_RADLAGER_NDE_TEMP_PV;None;Other;;false;G1 radlager NDE temp
haukland;HAUKLAND_G1_GEN_RADLAGER_SVINGHJ_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_RADLAGER_SVINGHJ_TEMP_PV;None;Other;;false;G1 radlager svinghjul temp
haukland;HAUKLAND_G1_GEN_TURTALL_PV;Cluster1.HAUKLAND_G1_GEN_TURTALL_PV;rpm;GeneratorRpm;;true;G1 turtall
haukland;HAUKLAND_G1_GEN_VARMLUFT_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_VARMLUFT_TEMP_PV;None;Other;;false;G1 varmluft temp
haukland;HAUKLAND_G1_GEN_VIKLING_L1_I_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L1_I_PV;None;Other;;false;G1 vikling L1 stroem
haukland;HAUKLAND_G1_GEN_VIKLING_L1_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L1_TEMP_PV;None;Other;;false;G1 vikling L1 temp
haukland;HAUKLAND_G1_GEN_VIKLING_L1_U_L1_L2_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L1_U_L1_L2_PV;None;Other;;false;G1 vikling L1-L2 spenning
haukland;HAUKLAND_G1_GEN_VIKLING_L1_U_L1_N_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L1_U_L1_N_PV;None;Other;;false;G1 vikling L1-N spenning
haukland;HAUKLAND_G1_GEN_VIKLING_L2_I_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L2_I_PV;None;Other;;false;G1 vikling L2 stroem
haukland;HAUKLAND_G1_GEN_VIKLING_L2_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L2_TEMP_PV;None;Other;;false;G1 vikling L2 temp
haukland;HAUKLAND_G1_GEN_VIKLING_L2_U_L2_N_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L2_U_L2_N_PV;None;Other;;false;G1 vikling L2-N spenning
haukland;HAUKLAND_G1_GEN_VIKLING_L3_I_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L3_I_PV;None;Other;;false;G1 vikling L3 stroem
haukland;HAUKLAND_G1_GEN_VIKLING_L3_TEMP_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L3_TEMP_PV;None;Other;;false;G1 vikling L3 temp
haukland;HAUKLAND_G1_GEN_VIKLING_L3_U_L3_N_PV;Cluster1.HAUKLAND_G1_GEN_VIKLING_L3_U_L3_N_PV;None;Other;;false;G1 vikling L3-N spenning
haukland;HAUKLAND_G1_HYDRL_OLJE_TEMP_PV;Cluster1.HAUKLAND_G1_HYDRL_OLJE_TEMP_PV;None;Other;;false;G1 hydraulikk olje temp
haukland;HAUKLAND_G1_HYDRL_OLJE_TRYKK_PV;Cluster1.HAUKLAND_G1_HYDRL_OLJE_TRYKK_PV;bar;HydraulicPressure;;true;G1 hydraulikk olje trykk
haukland;HAUKLAND_G1_KJOLEVANN_KALD_TEMP_PV;Cluster1.HAUKLAND_G1_KJOLEVANN_KALD_TEMP_PV;None;Other;;false;G1 kjoelevann kald temp
haukland;HAUKLAND_G1_KJOLEVANN_VARM_TEMP_PV;Cluster1.HAUKLAND_G1_KJOLEVANN_VARM_TEMP_PV;None;Other;;false;G1 kjoelevann varm temp
haukland;HAUKLAND_G1_KONTROLL_AGC_DB_SP;Cluster1.HAUKLAND_G1_KONTROLL_AGC_DB_SP;None;Other;;false;G1 AGC daadband
haukland;HAUKLAND_G1_KONTROLL_MAGASIN_ENERGI_PV;Cluster1.HAUKLAND_G1_KONTROLL_MAGASIN_ENERGI_PV;None;Other;;false;G1 magasin energi
haukland;HAUKLAND_G1_KONTROLL_REG_COSPHI_SP_SP_LAST;Cluster1.HAUKLAND_G1_KONTROLL_REG_COSPHI_SP_SP_LAST;None;Other;;false;G1 reg cosphi SP
haukland;HAUKLAND_G1_KONTROLL_REG_COSPHI_SP_TM_PV;Cluster1.HAUKLAND_G1_KONTROLL_REG_COSPHI_SP_TM_PV;None;Other;;false;G1 reg cosphi TM
haukland;HAUKLAND_G1_KONTROLL_REG_NIVA_SP_SP_LAST;Cluster1.HAUKLAND_G1_KONTROLL_REG_NIVA_SP_SP_LAST;None;Other;;false;G1 reg nivaa SP
haukland;HAUKLAND_G1_KONTROLL_REG_NIVA_SP_TM_PV;Cluster1.HAUKLAND_G1_KONTROLL_REG_NIVA_SP_TM_PV;None;Other;;false;G1 reg nivaa TM
haukland;HAUKLAND_G1_KONTROLL_REG_P_SP_SP_LAST;Cluster1.HAUKLAND_G1_KONTROLL_REG_P_SP_SP_LAST;None;Other;;false;G1 reg P SP
haukland;HAUKLAND_G1_KONTROLL_REG_P_SP_TM_PV;Cluster1.HAUKLAND_G1_KONTROLL_REG_P_SP_TM_PV;None;Other;;false;G1 reg P TM
haukland;HAUKLAND_G1_KONTROLL_REG_U_SP_SP_LAST;Cluster1.HAUKLAND_G1_KONTROLL_REG_U_SP_SP_LAST;None;Other;;false;G1 reg U SP
haukland;HAUKLAND_G1_KONTROLL_REG_U_SP_TM_PV;Cluster1.HAUKLAND_G1_KONTROLL_REG_U_SP_TM_PV;None;Other;;false;G1 reg U TM
haukland;HAUKLAND_G1_KONTROLL_TURBINREG_F_PV;Cluster1.HAUKLAND_G1_KONTROLL_TURBINREG_F_PV;None;Other;;false;G1 turbinreg F
haukland;HAUKLAND_G1_KONTROLL_TURBINREG_F_SP_PV;Cluster1.HAUKLAND_G1_KONTROLL_TURBINREG_F_SP_PV;None;Other;;false;G1 turbinreg F SP
haukland;HAUKLAND_G1_KONTROLL_TURBINREG_PADRAG_SP_PV;Cluster1.HAUKLAND_G1_KONTROLL_TURBINREG_PADRAG_SP_PV;%;TurbinePadrag;;true;G1 turbinreg paadrag SP
haukland;HAUKLAND_G1_RORGATE_VANN_TRYKK_PV;Cluster1.HAUKLAND_G1_RORGATE_VANN_TRYKK_PV;mKVs;HydraulicPressure;;true;G1 roergate vanntrykk
haukland;HAUKLAND_G1_SMOLJE_KJOLEVANN_KALD_TEMP_PV;Cluster1.HAUKLAND_G1_SMOLJE_KJOLEVANN_KALD_TEMP_PV;None;Other;;false;G1 smolje kjoelevann kald temp
haukland;HAUKLAND_G1_SMOLJE_KJOLEVANN_VARM_TEMP_PV;Cluster1.HAUKLAND_G1_SMOLJE_KJOLEVANN_VARM_TEMP_PV;None;Other;;false;G1 smolje kjoelevann varm temp
haukland;HAUKLAND_G1_SMOLJE_OLJE_TEMP_PV;Cluster1.HAUKLAND_G1_SMOLJE_OLJE_TEMP_PV;None;Other;;false;G1 smolje olje temp
haukland;HAUKLAND_G1_TRAFO_OLJE_TEMP_PV;Cluster1.HAUKLAND_G1_TRAFO_OLJE_TEMP_PV;None;Other;;false;G1 trafo olje temp
haukland;HAUKLAND_G1_TURB_LEDEAPP_POS_PV;Cluster1.HAUKLAND_G1_TURB_LEDEAPP_POS_PV;%;GuideVanePosition;;true;G1 ledeapparat posisjon
haukland;HAUKLAND_G1_TURB_VANN_TRYKK_PV;Cluster1.HAUKLAND_G1_TURB_VANN_TRYKK_PV;mvs;HydraulicPressure;;true;G1 turbin vanntrykk
haukland;HAUKLAND_G1_TURB_VF_PV;Cluster1.HAUKLAND_G1_TURB_VF_PV;m3/s;TurbineWaterFlow;;true;G1 turbin vannfoering
haukland;HAUKLAND_G1_TURB_VIRKNGRD_PV;Cluster1.HAUKLAND_G1_TURB_VIRKNGRD_PV;%;TurbineEfficiency;;true;G1 turbin virkningsgrad
haukland;HAUKLAND_GJELEVT_FORSYN_230VAC_U_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_230VAC_U_PV;None;Other;haukland_gjelevt;false;Gjelevatn forsyning 230VAC
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_I_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_I_PV;None;Other;haukland_gjelevt;false;Gjelevatn batt stroem
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_KAP_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_KAP_PV;None;Other;haukland_gjelevt;false;Gjelevatn batt kapasitet
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_TEMP_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_TEMP_PV;None;Other;haukland_gjelevt;false;Gjelevatn batt temp
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_TID_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_TID_PV;None;Other;haukland_gjelevt;false;Gjelevatn batt tid
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_U_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_BATT_U_PV;None;Other;haukland_gjelevt;false;Gjelevatn batt spenning
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_LAST_I_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_LAST_I_PV;None;Other;haukland_gjelevt;false;Gjelevatn last stroem
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_LAST_U_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_LAST_U_PV;None;Other;haukland_gjelevt;false;Gjelevatn last spenning
haukland;HAUKLAND_GJELEVT_FORSYN_24VDC_LIKERETT_U_PV;Cluster1.HAUKLAND_GJELEVT_FORSYN_24VDC_LIKERETT_U_PV;None;Other;haukland_gjelevt;false;Gjelevatn likeretter spenning
haukland;HAUKLAND_GJELEVT_KONTROLL_AGC_DB_SP;Cluster1.HAUKLAND_GJELEVT_KONTROLL_AGC_DB_SP;None;Other;haukland_gjelevt;false;Gjelevatn AGC
haukland;HAUKLAND_GJELEVT_KONTROLL_KOM_AL;Cluster1.HAUKLAND_GJELEVT_KONTROLL_KOM_AL;None;CommunicationAlarm;haukland_gjelevt;true;Gjelevatn kom-alarm
haukland;HAUKLAND_GJELEVT_KONTROLL_MAG_FYLLGRD_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_MAG_FYLLGRD_PV;%;ReservoirFillFactor;haukland_gjelevt;true;Gjelevatn fyllgrad
haukland;HAUKLAND_GJELEVT_KONTROLL_MAG_NEDBKAP_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_MAG_NEDBKAP_PV;mm;LowestRegulatedLevel;haukland_gjelevt;true;Gjelevatn LRV-ref
haukland;HAUKLAND_GJELEVT_KONTROLL_MAG_OVLOP_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_MAG_OVLOP_PV;m3/s;OverflowFlow;haukland_gjelevt;true;Gjelevatn overloep
haukland;HAUKLAND_GJELEVT_KONTROLL_MAG_VOLUM_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_MAG_VOLUM_PV;Mill.m3;ReservoirVolume;haukland_gjelevt;true;Gjelevatn volum
haukland;HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_POS_SP_SP;Cluster1.HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_POS_SP_SP;None;Other;haukland_gjelevt;false;Gjelevatn reg luke1 pos SP
haukland;HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;None;Other;haukland_gjelevt;false;Gjelevatn reg luke1 pos TM
haukland;HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_VF_SP_SP;Cluster1.HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_VF_SP_SP;None;Other;haukland_gjelevt;false;Gjelevatn reg luke1 VF SP
haukland;HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;None;Other;haukland_gjelevt;false;Gjelevatn reg luke1 VF TM
haukland;HAUKLAND_GJELEVT_KONTROLL_TOT_VF_PV;Cluster1.HAUKLAND_GJELEVT_KONTROLL_TOT_VF_PV;m3/s;TotalDamFlow;haukland_gjelevt;true;Gjelevatn total VF
haukland;HAUKLAND_GJELEVT_LUKE1_POS_PV;Cluster1.HAUKLAND_GJELEVT_LUKE1_POS_PV;cm;GatePosition;haukland_gjelevt;true;Gjelevatn luke1 pos
haukland;HAUKLAND_GJELEVT_LUKE1_VF_PV;Cluster1.HAUKLAND_GJELEVT_LUKE1_VF_PV;m3/s;GateFlow;haukland_gjelevt;true;Gjelevatn luke1 VF
haukland;HAUKLAND_GJELEVT_MET_LUFTTEMP_PV;Cluster1.HAUKLAND_GJELEVT_MET_LUFTTEMP_PV;None;Other;haukland_gjelevt;false;Gjelevatn lufttemp
haukland;HAUKLAND_GJELEVT_MET_LUFTTRYKK_PV;Cluster1.HAUKLAND_GJELEVT_MET_LUFTTRYKK_PV;None;Other;haukland_gjelevt;false;Gjelevatn lufttrykk
haukland;HAUKLAND_GJELEVT_NIVA_MOH_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_MOH_PV;moh;UpstreamLevel;haukland_gjelevt;true;Gjelevatn nivaa moh
haukland;HAUKLAND_GJELEVT_NIVA_REF_HRV_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_REF_HRV_PV;None;Other;haukland_gjelevt;false;Gjelevatn HRV-ref
haukland;HAUKLAND_GJELEVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_SENSOR_PRI_HRV_PV;None;Other;haukland_gjelevt;false;Gjelevatn sensor pri HRV
haukland;HAUKLAND_GJELEVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_SENSOR_PRI_KOTE_PV;None;Other;haukland_gjelevt;false;Gjelevatn sensor pri kote
haukland;HAUKLAND_GJELEVT_NIVA_SENSOR_RES_HRV_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_SENSOR_RES_HRV_PV;None;Other;haukland_gjelevt;false;Gjelevatn sensor res HRV
haukland;HAUKLAND_GJELEVT_NIVA_SENSOR_RES_KOTE_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_SENSOR_RES_KOTE_PV;None;Other;haukland_gjelevt;false;Gjelevatn sensor res kote
haukland;HAUKLAND_GJELEVT_NIVA_VTA_PV;Cluster1.HAUKLAND_GJELEVT_NIVA_VTA_PV;None;Other;haukland_gjelevt;false;Gjelevatn VTA
haukland;HAUKLAND_INNTAK_NIVA_OPPSTROM_KOTE_PV;Cluster1.HAUKLAND_INNTAK_NIVA_OPPSTROM_KOTE_PV;moh;UpstreamLevel;haukland_stemmevt;true;Inntak oppstroms kote (terminal=Stemmevatn)
haukland;HAUKLAND_KRST_FORSYN_24VDC_U_PV;Cluster1.HAUKLAND_KRST_FORSYN_24VDC_U_PV;None;Other;;false;KRST forsyning 24VDC
haukland;HAUKLAND_KRST_KONTROLL_KOM_AL;Cluster1.HAUKLAND_KRST_KONTROLL_KOM_AL;None;CommunicationAlarm;;true;KRST kom-alarm
haukland;HAUKLAND_NETT_LINJE_FASE_L1_U_L1_L2_PV;Cluster1.HAUKLAND_NETT_LINJE_FASE_L1_U_L1_L2_PV;kV;ElectricalMeasurement;;false;Linjefase L1-L2
haukland;HAUKLAND_NETT_LINJE_FASE_L1_U_L1_N_PV;Cluster1.HAUKLAND_NETT_LINJE_FASE_L1_U_L1_N_PV;kV;ElectricalMeasurement;;false;Linjefase L1-N
haukland;HAUKLAND_NETT_LINJE_FASE_L2_U_L2_N_PV;Cluster1.HAUKLAND_NETT_LINJE_FASE_L2_U_L2_N_PV;kV;ElectricalMeasurement;;false;Linjefase L2-N
haukland;HAUKLAND_NETT_LINJE_FASE_L3_U_L3_N_PV;Cluster1.HAUKLAND_NETT_LINJE_FASE_L3_U_L3_N_PV;kV;ElectricalMeasurement;;false;Linjefase L3-N
haukland;HAUKLAND_NETT_LINJE_F_PV;Cluster1.HAUKLAND_NETT_LINJE_F_PV;kV;ElectricalMeasurement;;false;Linje frekvens
haukland;HAUKLAND_SKRSTMVT_FORSYN_230VAC_U_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_230VAC_U_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn forsyning 230VAC
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_I_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_I_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn batt stroem
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_KAP_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_KAP_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn batt kapasitet
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_TEMP_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_TEMP_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn batt temp
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_TID_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_TID_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn batt tid
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_U_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_BATT_U_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn batt spenning
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_LAST_I_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_LAST_I_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn last stroem
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_LAST_U_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_LAST_U_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn last spenning
haukland;HAUKLAND_SKRSTMVT_FORSYN_24VDC_LIKERETT_U_PV;Cluster1.HAUKLAND_SKRSTMVT_FORSYN_24VDC_LIKERETT_U_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn likeretter
haukland;HAUKLAND_SKRSTMVT_KONTROLL_AGC_DB_SP;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_AGC_DB_SP;None;Other;haukland_skrstmvt;false;Skaarstemmevatn AGC
haukland;HAUKLAND_SKRSTMVT_KONTROLL_KOM_AL;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_KOM_AL;None;CommunicationAlarm;haukland_skrstmvt;true;Skaarstemmevatn kom-alarm
haukland;HAUKLAND_SKRSTMVT_KONTROLL_MAG_FYLLGRD_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_MAG_FYLLGRD_PV;%;ReservoirFillFactor;haukland_skrstmvt;true;Skaarstemmevatn fyllgrad
haukland;HAUKLAND_SKRSTMVT_KONTROLL_MAG_NEDBKAP_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_MAG_NEDBKAP_PV;mm;LowestRegulatedLevel;haukland_skrstmvt;true;Skaarstemmevatn LRV-ref
haukland;HAUKLAND_SKRSTMVT_KONTROLL_MAG_OVLOP_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_MAG_OVLOP_PV;m3/s;OverflowFlow;haukland_skrstmvt;true;Skaarstemmevatn overloep
haukland;HAUKLAND_SKRSTMVT_KONTROLL_MAG_VOLUM_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_MAG_VOLUM_PV;Mill.m3;ReservoirVolume;haukland_skrstmvt;true;Skaarstemmevatn volum
haukland;HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_POS_SP_SP;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_POS_SP_SP;None;Other;haukland_skrstmvt;false;Skaarstemmevatn reg luke1 pos SP
haukland;HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn reg luke1 pos TM
haukland;HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_VF_SP_SP;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_VF_SP_SP;None;Other;haukland_skrstmvt;false;Skaarstemmevatn reg luke1 VF SP
haukland;HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn reg luke1 VF TM
haukland;HAUKLAND_SKRSTMVT_KONTROLL_TOT_VF_PV;Cluster1.HAUKLAND_SKRSTMVT_KONTROLL_TOT_VF_PV;m3/s;TotalDamFlow;haukland_skrstmvt;true;Skaarstemmevatn total VF
haukland;HAUKLAND_SKRSTMVT_LUKE1_POS_PV;Cluster1.HAUKLAND_SKRSTMVT_LUKE1_POS_PV;cm;GatePosition;haukland_skrstmvt;true;Skaarstemmevatn luke1 pos
haukland;HAUKLAND_SKRSTMVT_LUKE1_VF_PV;Cluster1.HAUKLAND_SKRSTMVT_LUKE1_VF_PV;m3/s;GateFlow;haukland_skrstmvt;true;Skaarstemmevatn luke1 VF
haukland;HAUKLAND_SKRSTMVT_MET_LUFTTEMP_PV;Cluster1.HAUKLAND_SKRSTMVT_MET_LUFTTEMP_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn lufttemp
haukland;HAUKLAND_SKRSTMVT_MET_LUFTTRYKK_PV;Cluster1.HAUKLAND_SKRSTMVT_MET_LUFTTRYKK_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn lufttrykk
